holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,unique_id,y,ds,date
0,3,1,3,0.22,0.197,0.93,0.3582,1,36,1/26/11 14:00,1/26/11
0,3,1,3,0.22,0.1818,0.93,0.4627,1,43,1/26/11 15:00,1/26/11
0,3,1,4,0.22,0.197,0.93,0.3284,1,36,1/26/11 16:00,1/26/11
0,3,1,3,0.2,0.1818,0.93,0.3582,1,26,1/26/11 17:00,1/26/11
0,4,1,1,0.22,0.2273,0.55,0.194,1,24,1/27/11 16:00,1/27/11
0,4,1,1,0.22,0.2424,0.55,0.1045,1,84,1/27/11 17:00,1/27/11
0,4,1,1,0.2,0.2273,0.69,0.0896,1,104,1/27/11 18:00,1/27/11
0,4,1,1,0.2,0.2273,0.69,0.0896,1,79,1/27/11 19:00,1/27/11
0,4,1,1,0.18,0.2121,0.74,0.0896,1,59,1/27/11 20:00,1/27/11
0,4,1,1,0.18,0.2121,0.74,0.0896,1,38,1/27/11 21:00,1/27/11
0,4,1,1,0.18,0.2121,0.74,0.0896,1,27,1/27/11 22:00,1/27/11
0,4,1,1,0.18,0.197,0.8,0.1642,1,16,1/27/11 23:00,1/27/11
0,5,1,2,0.2,0.2121,0.75,0.1343,1,9,1/28/11 0:00,1/28/11
0,5,1,2,0.2,0.2121,0.75,0.1343,1,3,1/28/11 1:00,1/28/11
0,5,1,2,0.2,0.2121,0.75,0.1642,1,2,1/28/11 2:00,1/28/11
0,5,1,2,0.2,0.2273,0.75,0.1045,1,1,1/28/11 3:00,1/28/11
0,5,1,2,0.18,0.2121,0.8,0.1045,1,4,1/28/11 5:00,1/28/11
0,5,1,2,0.18,0.197,0.8,0.1343,1,16,1/28/11 6:00,1/28/11
0,5,1,2,0.16,0.197,0.86,0.0896,1,60,1/28/11 7:00,1/28/11
0,5,1,2,0.16,0.197,0.86,0.0896,1,157,1/28/11 8:00,1/28/11
0,5,1,3,0.18,0.2121,0.86,0.0896,1,101,1/28/11 9:00,1/28/11
0,5,1,3,0.18,0.2121,0.86,0.1045,1,49,1/28/11 10:00,1/28/11
0,5,1,3,0.18,0.2121,0.93,0.1045,1,30,1/28/11 11:00,1/28/11
0,5,1,3,0.18,0.2121,0.93,0.1045,1,29,1/28/11 12:00,1/28/11
0,5,1,3,0.18,0.2121,0.93,0.1045,1,31,1/28/11 13:00,1/28/11
0,5,1,3,0.22,0.2727,0.8,0,1,38,1/28/11 14:00,1/28/11
0,5,1,2,0.2,0.2576,0.86,0,1,41,1/28/11 15:00,1/28/11
0,5,1,1,0.22,0.2727,0.8,0,1,80,1/28/11 16:00,1/28/11
0,5,1,1,0.24,0.2424,0.75,0.1343,1,149,1/28/11 17:00,1/28/11
0,5,1,1,0.24,0.2273,0.75,0.194,1,109,1/28/11 18:00,1/28/11
0,5,1,2,0.24,0.2424,0.75,0.1343,1,89,1/28/11 19:00,1/28/11
0,5,1,2,0.24,0.2273,0.7,0.194,1,62,1/28/11 20:00,1/28/11
0,5,1,2,0.22,0.2273,0.75,0.1343,1,58,1/28/11 21:00,1/28/11
0,5,1,1,0.24,0.2121,0.65,0.3582,1,26,1/28/11 22:00,1/28/11
0,5,1,1,0.24,0.2273,0.6,0.2239,1,23,1/28/11 23:00,1/28/11
0,6,0,1,0.22,0.197,0.64,0.3582,1,28,1/29/11 0:00,1/29/11
0,6,0,1,0.22,0.2273,0.64,0.194,1,20,1/29/11 1:00,1/29/11
0,6,0,1,0.22,0.2273,0.64,0.1642,1,15,1/29/11 2:00,1/29/11
0,6,0,1,0.2,0.2121,0.64,0.1343,1,8,1/29/11 3:00,1/29/11
0,6,0,1,0.16,0.1818,0.69,0.1045,1,3,1/29/11 4:00,1/29/11
0,6,0,1,0.16,0.1818,0.64,0.1343,1,2,1/29/11 6:00,1/29/11
0,6,0,1,0.16,0.1818,0.59,0.1045,1,5,1/29/11 7:00,1/29/11
0,6,0,1,0.18,0.197,0.55,0.1642,1,34,1/29/11 8:00,1/29/11
0,6,0,1,0.18,0.2121,0.59,0.0896,1,34,1/29/11 9:00,1/29/11
0,6,0,2,0.18,0.2121,0.64,0.1045,1,55,1/29/11 10:00,1/29/11
0,6,0,2,0.18,0.197,0.64,0.1343,1,64,1/29/11 11:00,1/29/11
0,6,0,2,0.2,0.197,0.59,0.194,1,78,1/29/11 12:00,1/29/11
0,6,0,2,0.22,0.2273,0.55,0.1642,1,65,1/29/11 13:00,1/29/11
0,6,0,2,0.22,0.2273,0.6,0.1343,1,99,1/29/11 14:00,1/29/11
0,6,0,1,0.22,0.2121,0.69,0.2537,1,120,1/29/11 15:00,1/29/11
0,6,0,1,0.24,0.2424,0.6,0.1642,1,107,1/29/11 16:00,1/29/11
0,6,0,1,0.24,0.2879,0.6,0,1,91,1/29/11 17:00,1/29/11
0,6,0,1,0.22,0.2273,0.69,0.1343,1,68,1/29/11 18:00,1/29/11
0,6,0,2,0.22,0.2121,0.69,0.2537,1,58,1/29/11 19:00,1/29/11
0,6,0,1,0.18,0.2121,0.74,0.0896,1,43,1/29/11 20:00,1/29/11
0,6,0,1,0.18,0.2121,0.74,0.0896,1,36,1/29/11 21:00,1/29/11
0,6,0,1,0.16,0.197,0.8,0.0896,1,32,1/29/11 22:00,1/29/11
0,6,0,1,0.16,0.197,0.8,0.0896,1,33,1/29/11 23:00,1/29/11
0,0,0,1,0.16,0.1818,0.8,0.1045,1,33,1/30/11 0:00,1/30/11
0,0,0,1,0.14,0.2121,0.8,0,1,29,1/30/11 1:00,1/30/11
0,0,0,1,0.16,0.2273,0.8,0,1,11,1/30/11 2:00,1/30/11
0,0,0,1,0.14,0.2121,0.93,0,1,8,1/30/11 3:00,1/30/11
0,0,0,1,0.14,0.2121,0.93,0,1,1,1/30/11 4:00,1/30/11
0,0,0,1,0.14,0.2121,0.86,0,1,3,1/30/11 5:00,1/30/11
0,0,0,1,0.14,0.2121,0.86,0,1,3,1/30/11 7:00,1/30/11
0,0,0,2,0.14,0.2121,0.86,0,1,12,1/30/11 8:00,1/30/11
0,0,0,2,0.16,0.2273,0.8,0,1,38,1/30/11 9:00,1/30/11
0,0,0,2,0.18,0.2424,0.8,0,1,64,1/30/11 10:00,1/30/11
0,0,0,1,0.22,0.2727,0.75,0,1,59,1/30/11 11:00,1/30/11
0,0,0,1,0.3,0.3182,0.52,0.1045,1,97,1/30/11 12:00,1/30/11
0,0,0,1,0.28,0.2879,0.61,0.1045,1,84,1/30/11 13:00,1/30/11
0,0,0,1,0.28,0.303,0.61,0.0896,1,122,1/30/11 14:00,1/30/11
0,0,0,1,0.3,0.3333,0.56,0,1,109,1/30/11 15:00,1/30/11
0,0,0,1,0.3,0.3333,0.56,0,1,123,1/30/11 16:00,1/30/11
0,0,0,1,0.3,0.2879,0.56,0.194,1,77,1/30/11 17:00,1/30/11
0,0,0,1,0.26,0.2576,0.65,0.1642,1,65,1/30/11 18:00,1/30/11
0,0,0,1,0.26,0.2576,0.65,0.194,1,55,1/30/11 19:00,1/30/11
0,0,0,2,0.26,0.2727,0.65,0.1045,1,33,1/30/11 20:00,1/30/11
0,0,0,2,0.24,0.2424,0.7,0.1642,1,28,1/30/11 21:00,1/30/11
0,0,0,2,0.24,0.2273,0.7,0.194,1,21,1/30/11 22:00,1/30/11
0,0,0,2,0.24,0.2121,0.65,0.2836,1,21,1/30/11 23:00,1/30/11
0,1,1,2,0.24,0.2273,0.65,0.2239,1,7,1/31/11 0:00,1/31/11
0,1,1,1,0.22,0.2121,0.64,0.2537,1,7,1/31/11 1:00,1/31/11
0,1,1,1,0.22,0.2273,0.64,0.194,1,1,1/31/11 2:00,1/31/11
0,1,1,1,0.22,0.2273,0.64,0.194,1,2,1/31/11 3:00,1/31/11
0,1,1,1,0.2,0.197,0.59,0.2239,1,2,1/31/11 4:00,1/31/11
0,1,1,1,0.18,0.1667,0.64,0.2836,1,8,1/31/11 5:00,1/31/11
0,1,1,1,0.16,0.1364,0.69,0.3284,1,37,1/31/11 6:00,1/31/11
0,1,1,2,0.16,0.1364,0.64,0.2836,1,72,1/31/11 7:00,1/31/11
0,1,1,2,0.16,0.1364,0.59,0.2836,1,185,1/31/11 8:00,1/31/11
0,1,1,2,0.16,0.1364,0.59,0.2985,1,112,1/31/11 9:00,1/31/11
0,1,1,2,0.16,0.1515,0.59,0.194,1,69,1/31/11 10:00,1/31/11
0,1,1,2,0.16,0.1515,0.59,0.194,1,48,1/31/11 11:00,1/31/11
0,1,1,2,0.18,0.2121,0.55,0.1045,1,68,1/31/11 12:00,1/31/11
0,1,1,2,0.16,0.2273,0.59,0,1,54,1/31/11 13:00,1/31/11
0,1,1,2,0.18,0.197,0.55,0.1343,1,86,1/31/11 14:00,1/31/11
0,1,1,2,0.16,0.1818,0.59,0.1343,1,44,1/31/11 15:00,1/31/11
0,1,1,2,0.16,0.1818,0.56,0.194,1,86,1/31/11 16:00,1/31/11
0,1,1,2,0.16,0.1515,0.59,0.194,1,161,1/31/11 17:00,1/31/11
0,1,1,2,0.16,0.1515,0.55,0.2239,1,156,1/31/11 18:00,1/31/11
0,1,1,1,0.3,0.3182,0.61,0.1045,1,111,1/31/11 19:00,1/31/11
0,1,1,3,0.16,0.1667,0.59,0.1642,1,78,1/31/11 20:00,1/31/11
0,1,1,3,0.16,0.197,0.59,0.0896,1,56,1/31/11 21:00,1/31/11
0,1,1,2,0.16,0.1818,0.59,0.1045,1,34,1/31/11 22:00,1/31/11
0,1,1,2,0.16,0.197,0.64,0.0896,1,17,1/31/11 23:00,1/31/11
0,2,1,2,0.16,0.1818,0.64,0.1045,1,8,2/1/11 0:00,2/1/11
0,2,1,2,0.16,0.1818,0.69,0.1045,1,3,2/1/11 1:00,2/1/11
0,2,1,2,0.16,0.2273,0.69,0,1,2,2/1/11 2:00,2/1/11
0,2,1,2,0.16,0.2273,0.69,0,1,2,2/1/11 3:00,2/1/11
0,2,1,3,0.14,0.2121,0.93,0,1,3,2/1/11 5:00,2/1/11
0,2,1,3,0.14,0.2121,0.93,0,1,22,2/1/11 6:00,2/1/11
0,2,1,3,0.16,0.2273,0.93,0,1,52,2/1/11 7:00,2/1/11
0,2,1,3,0.16,0.2273,0.93,0,1,135,2/1/11 8:00,2/1/11
0,2,1,2,0.16,0.2273,0.93,0,1,116,2/1/11 9:00,2/1/11
0,2,1,2,0.16,0.2273,0.93,0,1,47,2/1/11 10:00,2/1/11
0,2,1,2,0.18,0.2424,0.86,0,1,51,2/1/11 11:00,2/1/11
0,2,1,2,0.2,0.2576,0.86,0,1,55,2/1/11 12:00,2/1/11
0,2,1,2,0.2,0.2576,0.86,0,1,52,2/1/11 13:00,2/1/11
0,2,1,2,0.22,0.2576,0.8,0.0896,1,54,2/1/11 14:00,2/1/11
0,2,1,2,0.24,0.2879,0.75,0,1,52,2/1/11 15:00,2/1/11
0,2,1,2,0.24,0.2424,0.75,0.1343,1,64,2/1/11 16:00,2/1/11
0,2,1,2,0.24,0.2879,0.75,0,1,176,2/1/11 17:00,2/1/11
0,2,1,2,0.24,0.2576,0.81,0.1045,1,168,2/1/11 18:00,2/1/11
0,2,1,2,0.24,0.2424,0.81,0.1343,1,108,2/1/11 19:00,2/1/11
0,2,1,2,0.22,0.2273,0.87,0.1343,1,74,2/1/11 20:00,2/1/11
0,2,1,2,0.22,0.2273,0.87,0.1343,1,64,2/1/11 21:00,2/1/11
0,2,1,2,0.22,0.2576,0.87,0.0896,1,36,2/1/11 22:00,2/1/11
0,2,1,3,0.2,0.197,0.93,0.194,1,16,2/1/11 23:00,2/1/11
0,3,1,3,0.22,0.2424,0.93,0.1045,1,2,2/2/11 0:00,2/2/11
0,3,1,3,0.22,0.2273,0.93,0.194,1,3,2/2/11 1:00,2/2/11
0,3,1,3,0.22,0.2273,0.93,0.1343,1,4,2/2/11 2:00,2/2/11
0,3,1,3,0.22,0.2273,0.93,0.1343,1,1,2/2/11 3:00,2/2/11
0,3,1,3,0.22,0.2121,0.93,0.2836,1,1,2/2/11 4:00,2/2/11
0,3,1,3,0.22,0.2424,0.93,0.1045,1,3,2/2/11 5:00,2/2/11
0,3,1,3,0.22,0.2424,0.93,0.1045,1,18,2/2/11 6:00,2/2/11
0,3,1,3,0.22,0.2121,0.93,0.2239,1,49,2/2/11 7:00,2/2/11
0,3,1,3,0.22,0.2121,0.93,0.2239,1,155,2/2/11 8:00,2/2/11
0,3,1,2,0.24,0.2576,0.93,0.0896,1,123,2/2/11 9:00,2/2/11
0,3,1,2,0.22,0.2727,1,0,1,61,2/2/11 10:00,2/2/11
0,3,1,2,0.24,0.2273,0.93,0.194,1,52,2/2/11 11:00,2/2/11
0,3,1,2,0.24,0.2273,0.93,0.2239,1,64,2/2/11 12:00,2/2/11
0,3,1,1,0.34,0.3333,0.93,0.1642,1,75,2/2/11 13:00,2/2/11
0,3,1,1,0.38,0.3939,0.82,0.3881,1,63,2/2/11 14:00,2/2/11
0,3,1,1,0.38,0.3939,0.76,0.3284,1,76,2/2/11 15:00,2/2/11
0,3,1,1,0.36,0.3333,0.71,0.2985,1,103,2/2/11 16:00,2/2/11
0,3,1,1,0.36,0.3182,0.53,0.5224,1,190,2/2/11 17:00,2/2/11
0,3,1,1,0.34,0.2879,0.42,0.5522,1,182,2/2/11 18:00,2/2/11
0,3,1,1,0.28,0.2424,0.45,0.4925,1,91,2/2/11 19:00,2/2/11
0,3,1,1,0.24,0.197,0.48,0.5522,1,75,2/2/11 20:00,2/2/11
0,3,1,1,0.22,0.197,0.47,0.3284,1,63,2/2/11 21:00,2/2/11
0,3,1,1,0.22,0.2121,0.44,0.2537,1,40,2/2/11 22:00,2/2/11
0,3,1,1,0.2,0.1667,0.44,0.4478,1,32,2/2/11 23:00,2/2/11
0,4,1,1,0.2,0.1667,0.4,0.4478,1,12,2/3/11 0:00,2/3/11
0,4,1,1,0.2,0.1515,0.44,0.5224,1,5,2/3/11 1:00,2/3/11
0,4,1,1,0.18,0.1667,0.43,0.2537,1,2,2/3/11 2:00,2/3/11
0,4,1,1,0.18,0.1667,0.43,0.2537,1,1,2/3/11 3:00,2/3/11
0,4,1,1,0.16,0.1364,0.5,0.2985,1,2,2/3/11 5:00,2/3/11
0,4,1,1,0.16,0.1364,0.43,0.3582,1,39,2/3/11 6:00,2/3/11
0,4,1,1,0.14,0.1212,0.5,0.3284,1,87,2/3/11 7:00,2/3/11
0,4,1,1,0.14,0.1212,0.5,0.3582,1,188,2/3/11 8:00,2/3/11
0,4,1,1,0.16,0.1364,0.47,0.2985,1,133,2/3/11 9:00,2/3/11
0,4,1,1,0.18,0.1515,0.43,0.3284,1,52,2/3/11 10:00,2/3/11
0,4,1,1,0.18,0.1364,0.43,0.4478,1,64,2/3/11 11:00,2/3/11
0,4,1,1,0.2,0.1818,0.4,0.3582,1,69,2/3/11 12:00,2/3/11
0,4,1,1,0.2,0.1667,0.4,0.4179,1,51,2/3/11 13:00,2/3/11
0,4,1,1,0.22,0.197,0.37,0.3881,1,47,2/3/11 14:00,2/3/11
0,4,1,1,0.22,0.197,0.37,0.3284,1,60,2/3/11 15:00,2/3/11
0,4,1,1,0.22,0.2121,0.37,0.2537,1,78,2/3/11 16:00,2/3/11
0,4,1,1,0.2,0.197,0.4,0.194,1,175,2/3/11 17:00,2/3/11
0,4,1,1,0.2,0.2121,0.4,0.1642,1,147,2/3/11 18:00,2/3/11
0,4,1,1,0.2,0.2576,0.4,0,1,96,2/3/11 19:00,2/3/11
0,4,1,1,0.2,0.2273,0.47,0.0896,1,109,2/3/11 20:00,2/3/11
0,4,1,1,0.18,0.2121,0.55,0.1045,1,54,2/3/11 21:00,2/3/11
0,4,1,1,0.18,0.2121,0.51,0.0896,1,41,2/3/11 22:00,2/3/11
0,4,1,1,0.2,0.2273,0.47,0.1045,1,38,2/3/11 23:00,2/3/11
0,5,1,2,0.2,0.2576,0.44,0,1,13,2/4/11 0:00,2/4/11
0,5,1,2,0.16,0.2273,0.59,0,1,7,2/4/11 1:00,2/4/11
0,5,1,2,0.14,0.1667,0.63,0.1045,1,1,2/4/11 2:00,2/4/11
0,5,1,2,0.14,0.1667,0.63,0.1045,1,1,2/4/11 3:00,2/4/11
0,5,1,2,0.14,0.1515,0.63,0.1343,1,7,2/4/11 5:00,2/4/11
0,5,1,2,0.16,0.2273,0.55,0,1,28,2/4/11 6:00,2/4/11
0,5,1,1,0.14,0.2121,0.59,0,1,87,2/4/11 7:00,2/4/11
0,5,1,1,0.14,0.1515,0.74,0.1343,1,220,2/4/11 8:00,2/4/11
0,5,1,2,0.16,0.1818,0.8,0.1343,1,127,2/4/11 9:00,2/4/11
0,5,1,2,0.2,0.2121,0.51,0.1343,1,51,2/4/11 10:00,2/4/11
0,5,1,1,0.22,0.2273,0.51,0.1642,1,64,2/4/11 11:00,2/4/11
0,5,1,2,0.24,0.2424,0.48,0.1642,1,86,2/4/11 12:00,2/4/11
0,5,1,2,0.26,0.2576,0.5,0.2239,1,82,2/4/11 13:00,2/4/11
0,5,1,2,0.28,0.2727,0.45,0.1642,1,91,2/4/11 14:00,2/4/11
0,5,1,2,0.28,0.2727,0.48,0.2537,1,90,2/4/11 15:00,2/4/11
0,5,1,2,0.3,0.2879,0.42,0.2239,1,99,2/4/11 16:00,2/4/11
0,5,1,2,0.26,0.2727,0.56,0.1343,1,205,2/4/11 17:00,2/4/11
0,5,1,2,0.24,0.2576,0.6,0.1045,1,155,2/4/11 18:00,2/4/11
0,5,1,2,0.24,0.2424,0.65,0.1343,1,103,2/4/11 19:00,2/4/11
0,5,1,2,0.24,0.2424,0.65,0.1642,1,71,2/4/11 20:00,2/4/11
0,5,1,2,0.24,0.2424,0.7,0.1642,1,43,2/4/11 21:00,2/4/11
0,5,1,2,0.24,0.2424,0.65,0.1642,1,46,2/4/11 22:00,2/4/11
0,5,1,2,0.24,0.2424,0.7,0.1343,1,31,2/4/11 23:00,2/4/11
0,6,0,2,0.24,0.2424,0.7,0.1642,1,39,2/5/11 0:00,2/5/11
0,6,0,2,0.24,0.2424,0.65,0.1642,1,18,2/5/11 1:00,2/5/11
0,6,0,2,0.24,0.2424,0.75,0.1642,1,17,2/5/11 2:00,2/5/11
0,6,0,2,0.24,0.2424,0.75,0.1642,1,11,2/5/11 3:00,2/5/11
0,6,0,3,0.22,0.2273,0.93,0.1343,1,8,2/5/11 4:00,2/5/11
0,6,0,3,0.2,0.2273,1,0.0896,1,9,2/5/11 5:00,2/5/11
0,6,0,3,0.2,0.2576,1,0,1,4,2/5/11 6:00,2/5/11
0,6,0,3,0.22,0.2576,0.93,0.0896,1,4,2/5/11 7:00,2/5/11
0,6,0,3,0.2,0.2273,1,0.0896,1,10,2/5/11 8:00,2/5/11
0,6,0,3,0.2,0.2273,1,0.0896,1,20,2/5/11 9:00,2/5/11
0,6,0,3,0.2,0.2121,1,0.1343,1,34,2/5/11 10:00,2/5/11
0,6,0,3,0.22,0.2273,1,0.1343,1,47,2/5/11 11:00,2/5/11
0,6,0,3,0.22,0.2273,1,0.1642,1,52,2/5/11 12:00,2/5/11
0,6,0,3,0.22,0.2273,1,0.1642,1,72,2/5/11 13:00,2/5/11
0,6,0,3,0.22,0.2727,1,0,1,55,2/5/11 14:00,2/5/11
0,6,0,3,0.22,0.2727,1,0,1,60,2/5/11 15:00,2/5/11
0,6,0,3,0.22,0.2273,1,0.1343,1,71,2/5/11 16:00,2/5/11
0,6,0,2,0.24,0.2121,1,0.2836,1,78,2/5/11 17:00,2/5/11
0,6,0,2,0.28,0.2424,0.93,0.4478,1,83,2/5/11 18:00,2/5/11
0,6,0,2,0.28,0.2424,0.93,0.4478,1,84,2/5/11 19:00,2/5/11
0,6,0,1,0.3,0.2879,0.87,0.2537,1,69,2/5/11 20:00,2/5/11
0,6,0,1,0.26,0.2576,1,0.194,1,56,2/5/11 21:00,2/5/11
0,6,0,1,0.26,0.2727,0.93,0.1343,1,45,2/5/11 22:00,2/5/11
0,6,0,1,0.26,0.2576,0.93,0.2239,1,59,2/5/11 23:00,2/5/11
0,0,0,1,0.26,0.2576,0.7,0.194,1,39,2/6/11 0:00,2/6/11
0,0,0,1,0.26,0.2273,0.65,0.4179,1,44,2/6/11 1:00,2/6/11
0,0,0,1,0.26,0.2273,0.6,0.3284,1,20,2/6/11 2:00,2/6/11
0,0,0,1,0.26,0.2879,0.6,0.0896,1,13,2/6/11 3:00,2/6/11
0,0,0,1,0.26,0.2273,0.6,0.3582,1,2,2/6/11 4:00,2/6/11
0,0,0,1,0.26,0.2576,0.6,0.2239,1,1,2/6/11 5:00,2/6/11
